timestamp,heart_rate_bpm,sleep_hours,step_count,calories_burned,activity_type
2025-12-26 07:40:00,83,0.0,52,2.92,Walking
2025-12-26 07:45:00,94,0.0,69,3.71,Walking
2025-12-26 07:50:00,77,0.0,66,3.42,Walking
2025-12-26 07:55:00,91,0.0,35,2.31,Walking
2025-12-26 08:00:00,91,0.0,56,3.15,Walking
2025-12-26 08:05:00,81,0.0,66,3.46,Walking
2025-12-26 08:10:00,86,0.0,35,2.26,Walking
2025-12-26 08:15:00,85,0.0,66,3.49,Walking
2025-12-26 08:20:00,82,0.0,56,3.07,Walking
2025-12-26 08:25:00,83,0.0,46,2.68,Walking
2025-12-26 08:30:00,82,0.0,40,2.43,Walking
2025-12-26 08:35:00,77,0.0,34,2.13,Walking
2025-12-26 08:40:00,81,0.0,50,2.82,Walking
2025-12-26 08:45:00,78,0.0,35,2.19,Walking
2025-12-26 08:50:00,89,0.0,40,2.5,Walking
2025-12-26 08:55:00,83,0.0,37,2.32,Walking
2025-12-26 09:00:00,63,0.0,5,0.84,Resting
2025-12-26 09:05:00,62,0.0,3,0.75,Resting
2025-12-26 09:10:00,65,0.0,0,0.66,Resting
2025-12-26 09:15:00,65,0.0,6,0.9,Resting
2025-12-26 09:20:00,61,0.0,3,0.74,Resting
2025-12-26 09:25:00,72,0.0,4,0.89,Resting
2025-12-26 09:30:00,62,0.0,2,0.7,Resting
2025-12-26 09:35:00,65,0.0,4,0.81,Resting
2025-12-26 09:40:00,67,0.0,4,0.84,Resting
2025-12-26 09:45:00,67,0.0,3,0.8,Resting
2025-12-26 09:50:00,54,0.0,6,0.79,Resting
2025-12-26 09:55:00,70,0.0,8,1.02,Resting
2025-12-26 10:00:00,64,0.0,1,0.68,Resting
2025-12-26 10:05:00,68,0.0,8,1.0,Resting
2025-12-26 10:10:00,63,0.0,7,0.91,Resting
2025-12-26 10:15:00,63,0.0,1,0.68,Resting
2025-12-26 10:20:00,73,0.0,3,0.86,Resting
2025-12-26 10:25:00,63,0.0,9,0.99,Resting
2025-12-26 10:30:00,66,0.0,8,0.99,Resting
2025-12-26 10:35:00,67,0.0,1,0.71,Resting
2025-12-26 10:40:00,66,0.0,2,0.75,Resting
2025-12-26 10:45:00,60,0.0,8,0.93,Resting
2025-12-26 10:50:00,65,0.0,9,1.02,Resting
2025-12-26 10:55:00,68,0.0,2,0.77,Resting
2025-12-26 11:00:00,58,0.0,3,0.7,Resting
2025-12-26 11:05:00,60,0.0,1,0.64,Resting
2025-12-26 11:10:00,65,0.0,9,1.02,Resting
2025-12-26 11:15:00,63,0.0,9,0.99,Resting
2025-12-26 11:20:00,65,0.0,8,0.97,Resting
2025-12-26 11:25:00,63,0.0,7,0.91,Resting
2025-12-26 11:30:00,60,0.0,8,0.93,Resting
2025-12-26 11:35:00,65,0.0,0,0.66,Resting
2025-12-26 11:40:00,64,0.0,8,0.97,Resting
2025-12-26 11:45:00,65,0.0,5,0.86,Resting
2025-12-26 11:50:00,67,0.0,0,0.68,Resting
2025-12-26 11:55:00,63,0.0,7,0.92,Resting
2025-12-26 12:00:00,133,0.0,130,6.54,Running
2025-12-26 12:05:00,129,0.0,143,7.01,Running
2025-12-26 12:10:00,128,0.0,117,5.97,Running
2025-12-26 12:15:00,137,0.0,118,6.1,Running
2025-12-26 12:20:00,133,0.0,126,6.37,Running
2025-12-26 12:25:00,127,0.0,140,6.88,Running
2025-12-26 12:30:00,134,0.0,123,6.26,Running
2025-12-26 12:35:00,130,0.0,120,6.11,Running
2025-12-26 12:40:00,132,0.0,125,6.33,Running
2025-12-26 12:45:00,125,0.0,114,5.81,Running
2025-12-26 12:50:00,126,0.0,125,6.27,Running
2025-12-26 12:55:00,128,0.0,104,5.44,Running
2025-12-26 13:00:00,131,0.0,131,6.55,Running
2025-12-26 13:05:00,133,0.0,105,5.54,Running
2025-12-26 13:10:00,141,0.0,126,6.46,Running
2025-12-26 13:15:00,126,0.0,110,5.67,Running
2025-12-26 13:20:00,122,0.0,144,6.99,Running
2025-12-26 13:25:00,131,0.0,124,6.27,Running
2025-12-26 13:30:00,132,0.0,118,6.04,Running
2025-12-26 13:35:00,130,0.0,136,6.75,Running
2025-12-26 13:40:00,126,0.0,124,6.23,Running
2025-12-26 13:45:00,135,0.0,108,5.67,Running
2025-12-26 13:50:00,137,0.0,132,6.65,Running
2025-12-26 13:55:00,124,0.0,144,7.01,Running
2025-12-26 14:00:00,82,0.0,46,2.66,Walking
2025-12-26 14:05:00,81,0.0,37,2.3,Walking
2025-12-26 14:10:00,90,0.0,30,2.1,Walking
2025-12-26 14:15:00,89,0.0,43,2.61,Walking
2025-12-26 14:20:00,88,0.0,58,3.21,Walking
2025-12-26 14:25:00,90,0.0,51,2.95,Walking
2025-12-26 14:30:00,80,0.0,66,3.45,Walking
2025-12-26 14:35:00,88,0.0,46,2.72,Walking
2025-12-26 14:40:00,91,0.0,38,2.43,Walking
2025-12-26 14:45:00,80,0.0,49,2.77,Walking
2025-12-26 14:50:00,76,0.0,59,3.13,Walking
2025-12-26 14:55:00,87,0.0,61,3.32,Walking
2025-12-26 15:00:00,78,0.0,44,2.55,Walking
2025-12-26 15:05:00,84,0.0,52,2.92,Walking
2025-12-26 15:10:00,85,0.0,52,2.93,Walking
2025-12-26 15:15:00,86,0.0,41,2.51,Walking
2025-12-26 15:20:00,80,0.0,68,3.53,Walking
2025-12-26 15:25:00,85,0.0,35,2.25,Walking
2025-12-26 15:30:00,86,0.0,43,2.59,Walking
2025-12-26 15:35:00,93,0.0,61,3.37,Walking
2025-12-26 15:40:00,85,0.0,33,2.17,Walking
2025-12-26 15:45:00,79,0.0,68,3.51,Walking
2025-12-26 15:50:00,87,0.0,46,2.71,Walking
2025-12-26 15:55:00,90,0.0,66,3.54,Walking
2025-12-26 16:00:00,84,0.0,40,2.45,Walking
2025-12-26 16:05:00,81,0.0,32,2.09,Walking
2025-12-26 16:10:00,85,0.0,59,3.21,Walking
2025-12-26 16:15:00,86,0.0,38,2.38,Walking
2025-12-26 16:20:00,80,0.0,39,2.36,Walking
2025-12-26 16:25:00,85,0.0,62,3.33,Walking
2025-12-26 16:30:00,87,0.0,47,2.75,Walking
2025-12-26 16:35:00,84,0.0,44,2.6,Walking
2025-12-26 16:40:00,74,0.0,35,2.14,Walking
2025-12-26 16:45:00,89,0.0,43,2.61,Walking
2025-12-26 16:50:00,84,0.0,35,2.24,Walking
2025-12-26 16:55:00,85,0.0,35,2.25,Walking
2025-12-26 17:00:00,82,0.0,52,2.91,Walking
2025-12-26 17:05:00,89,0.0,67,3.58,Walking
2025-12-26 17:10:00,84,0.0,50,2.84,Walking
2025-12-26 17:15:00,86,0.0,59,3.22,Walking
2025-12-26 17:20:00,85,0.0,52,2.93,Walking
2025-12-26 17:25:00,90,0.0,32,2.19,Walking
2025-12-26 17:30:00,82,0.0,36,2.26,Walking
2025-12-26 17:35:00,78,0.0,40,2.38,Walking
2025-12-26 17:40:00,89,0.0,54,3.05,Walking
2025-12-26 17:45:00,87,0.0,37,2.36,Walking
2025-12-26 17:50:00,88,0.0,38,2.4,Walking
2025-12-26 17:55:00,92,0.0,69,3.69,Walking
2025-12-26 18:00:00,122,0.0,93,4.94,Workout
2025-12-26 18:05:00,126,0.0,62,3.74,Workout
2025-12-26 18:10:00,117,0.0,117,5.86,Workout
2025-12-26 18:15:00,121,0.0,75,4.22,Workout
2025-12-26 18:20:00,114,0.0,96,4.98,Workout
2025-12-26 18:25:00,120,0.0,94,4.97,Workout
2025-12-26 18:30:00,123,0.0,96,5.07,Workout
2025-12-26 18:35:00,118,0.0,80,4.38,Workout
2025-12-26 18:40:00,119,0.0,72,4.08,Workout
2025-12-26 18:45:00,125,0.0,80,4.45,Workout
2025-12-26 18:50:00,122,0.0,69,3.98,Workout
2025-12-26 18:55:00,115,0.0,80,4.35,Workout
2025-12-26 19:00:00,126,0.0,119,6.03,Workout
2025-12-26 19:05:00,118,0.0,90,4.79,Workout
2025-12-26 19:10:00,109,0.0,78,4.21,Workout
2025-12-26 19:15:00,116,0.0,77,4.25,Workout
2025-12-26 19:20:00,116,0.0,102,5.24,Workout
2025-12-26 19:25:00,122,0.0,63,3.74,Workout
2025-12-26 19:30:00,124,0.0,69,4.0,Workout
2025-12-26 19:35:00,123,0.0,110,5.63,Workout
2025-12-26 19:40:00,121,0.0,83,4.53,Workout
2025-12-26 19:45:00,123,0.0,114,5.79,Workout
2025-12-26 19:50:00,122,0.0,64,3.79,Workout
2025-12-26 19:55:00,115,0.0,98,5.07,Workout
2025-12-26 20:00:00,67,0.0,3,0.8,Resting
2025-12-26 20:05:00,67,0.0,3,0.79,Resting
2025-12-26 20:10:00,61,0.0,4,0.78,Resting
2025-12-26 20:15:00,67,0.0,0,0.68,Resting
2025-12-26 20:20:00,66,0.0,2,0.74,Resting
2025-12-26 20:25:00,64,0.0,9,1.01,Resting
2025-12-26 20:30:00,65,0.0,9,1.02,Resting
2025-12-26 20:35:00,66,0.0,0,0.66,Resting
2025-12-26 20:40:00,63,0.0,0,0.64,Resting
2025-12-26 20:45:00,66,0.0,7,0.95,Resting
2025-12-26 20:50:00,70,0.0,5,0.9,Resting
2025-12-26 20:55:00,60,0.0,1,0.64,Resting
2025-12-26 21:00:00,68,0.0,1,0.73,Resting
2025-12-26 21:05:00,67,0.0,0,0.68,Resting
2025-12-26 21:10:00,63,0.0,7,0.92,Resting
2025-12-26 21:15:00,62,0.0,7,0.9,Resting
2025-12-26 21:20:00,73,0.0,2,0.81,Resting
2025-12-26 21:25:00,66,0.0,3,0.79,Resting
2025-12-26 21:30:00,63,0.0,7,0.91,Resting
2025-12-26 21:35:00,74,0.0,9,1.1,Resting
2025-12-26 21:40:00,66,0.0,4,0.83,Resting
2025-12-26 21:45:00,64,0.0,2,0.73,Resting
2025-12-26 21:50:00,67,0.0,0,0.67,Resting
2025-12-26 21:55:00,63,0.0,2,0.72,Resting
2025-12-26 22:00:00,65,0.0,5,0.86,Resting
2025-12-26 22:05:00,65,0.0,0,0.66,Resting
2025-12-26 22:10:00,62,0.0,8,0.94,Resting
2025-12-26 22:15:00,71,0.0,9,1.08,Resting
2025-12-26 22:20:00,64,0.0,9,1.01,Resting
2025-12-26 22:25:00,57,0.0,5,0.77,Resting
2025-12-26 22:30:00,57,0.0,0,0.58,Resting
2025-12-26 22:35:00,72,0.0,5,0.93,Resting
2025-12-26 22:40:00,69,0.0,9,1.05,Resting
2025-12-26 22:45:00,61,0.0,1,0.66,Resting
2025-12-26 22:50:00,63,0.0,3,0.75,Resting
2025-12-26 22:55:00,58,0.0,3,0.7,Resting
2025-12-26 23:00:00,65,0.0,3,0.77,Resting
2025-12-26 23:05:00,68,0.0,2,0.76,Resting
2025-12-26 23:10:00,67,0.0,9,1.03,Resting
2025-12-26 23:15:00,68,0.0,3,0.81,Resting
2025-12-26 23:20:00,65,0.0,8,0.97,Resting
2025-12-26 23:25:00,59,0.0,9,0.95,Resting
2025-12-26 23:30:00,71,0.0,0,0.72,Resting
2025-12-26 23:35:00,67,0.0,0,0.68,Resting
2025-12-26 23:40:00,67,0.0,8,0.99,Resting
2025-12-26 23:45:00,72,0.0,0,0.72,Resting
2025-12-26 23:50:00,67,0.0,0,0.67,Resting
2025-12-26 23:55:00,68,0.0,6,0.93,Resting
2025-12-27 00:00:00,61,0.08,9,0.98,Sleeping
2025-12-27 00:05:00,54,0.17,0,0.54,Sleeping
2025-12-27 00:10:00,59,0.25,6,0.84,Sleeping
2025-12-27 00:15:00,49,0.33,3,0.62,Sleeping
2025-12-27 00:20:00,55,0.42,1,0.59,Sleeping
2025-12-27 00:25:00,50,0.5,1,0.55,Sleeping
2025-12-27 00:30:00,62,0.58,8,0.95,Sleeping
2025-12-27 00:35:00,52,0.67,8,0.85,Sleeping
2025-12-27 00:40:00,60,0.75,9,0.96,Sleeping
2025-12-27 00:45:00,60,0.83,2,0.68,Sleeping
2025-12-27 00:50:00,58,0.92,5,0.78,Sleeping
2025-12-27 00:55:00,53,1.0,2,0.62,Sleeping
2025-12-27 01:00:00,53,1.08,2,0.62,Sleeping
2025-12-27 01:05:00,57,1.17,7,0.85,Sleeping
2025-12-27 01:10:00,46,1.25,3,0.59,Sleeping
2025-12-27 01:15:00,58,1.33,0,0.58,Sleeping
2025-12-27 01:20:00,58,1.42,1,0.63,Sleeping
2025-12-27 01:25:00,58,1.5,9,0.95,Sleeping
2025-12-27 01:30:00,59,1.58,7,0.88,Sleeping
2025-12-27 01:35:00,60,1.67,2,0.68,Sleeping
2025-12-27 01:40:00,56,1.75,4,0.73,Sleeping
2025-12-27 01:45:00,55,1.83,2,0.63,Sleeping
2025-12-27 01:50:00,53,1.92,2,0.61,Sleeping
2025-12-27 01:55:00,52,2.0,9,0.88,Sleeping
2025-12-27 02:00:00,58,2.08,7,0.87,Sleeping
2025-12-27 02:05:00,54,2.17,4,0.7,Sleeping
2025-12-27 02:10:00,59,2.25,6,0.84,Sleeping
2025-12-27 02:15:00,54,2.33,9,0.91,Sleeping
2025-12-27 02:20:00,53,2.42,1,0.57,Sleeping
2025-12-27 02:25:00,50,2.5,4,0.67,Sleeping
2025-12-27 02:30:00,49,2.58,2,0.57,Sleeping
2025-12-27 02:35:00,58,2.67,9,0.94,Sleeping
2025-12-27 02:40:00,50,2.75,8,0.82,Sleeping
2025-12-27 02:45:00,57,2.83,8,0.89,Sleeping
2025-12-27 02:50:00,56,2.92,5,0.76,Sleeping
2025-12-27 02:55:00,58,3.0,4,0.75,Sleeping
2025-12-27 03:00:00,46,3.08,9,0.83,Sleeping
2025-12-27 03:05:00,60,3.17,4,0.76,Sleeping
2025-12-27 03:10:00,50,3.25,4,0.66,Sleeping
2025-12-27 03:15:00,60,3.33,8,0.93,Sleeping
2025-12-27 03:20:00,62,3.42,8,0.95,Sleeping
2025-12-27 03:25:00,52,3.5,6,0.76,Sleeping
2025-12-27 03:30:00,55,3.58,5,0.75,Sleeping
2025-12-27 03:35:00,54,3.67,1,0.59,Sleeping
2025-12-27 03:40:00,53,3.75,8,0.86,Sleeping
2025-12-27 03:45:00,54,3.83,1,0.59,Sleeping
2025-12-27 03:50:00,57,3.92,2,0.66,Sleeping
2025-12-27 03:55:00,52,4.0,5,0.73,Sleeping
2025-12-27 04:00:00,59,4.08,4,0.75,Sleeping
2025-12-27 04:05:00,55,4.17,4,0.71,Sleeping
2025-12-27 04:10:00,54,4.25,8,0.86,Sleeping
2025-12-27 04:15:00,56,4.33,9,0.92,Sleeping
2025-12-27 04:20:00,57,4.42,9,0.94,Sleeping
2025-12-27 04:25:00,53,4.5,3,0.65,Sleeping
2025-12-27 04:30:00,51,4.58,0,0.52,Sleeping
2025-12-27 04:35:00,52,4.67,2,0.61,Sleeping
2025-12-27 04:40:00,54,4.75,4,0.71,Sleeping
2025-12-27 04:45:00,51,4.83,2,0.6,Sleeping
2025-12-27 04:50:00,54,4.92,9,0.9,Sleeping
2025-12-27 04:55:00,53,5.0,9,0.89,Sleeping
2025-12-27 05:00:00,53,5.08,6,0.78,Sleeping
2025-12-27 05:05:00,62,5.17,1,0.66,Sleeping
2025-12-27 05:10:00,57,5.25,9,0.94,Sleeping
2025-12-27 05:15:00,59,5.33,4,0.75,Sleeping
2025-12-27 05:20:00,48,5.42,3,0.6,Sleeping
2025-12-27 05:25:00,54,5.5,5,0.75,Sleeping
2025-12-27 05:30:00,53,5.58,4,0.7,Sleeping
2025-12-27 05:35:00,54,5.67,5,0.75,Sleeping
2025-12-27 05:40:00,56,5.75,1,0.6,Sleeping
2025-12-27 05:45:00,54,5.83,5,0.75,Sleeping
2025-12-27 05:50:00,49,5.92,7,0.77,Sleeping
2025-12-27 05:55:00,51,6.0,3,0.63,Sleeping
2025-12-27 06:00:00,82,0.0,60,3.23,Walking
2025-12-27 06:05:00,83,0.0,39,2.4,Walking
2025-12-27 06:10:00,81,0.0,59,3.18,Walking
2025-12-27 06:15:00,85,0.0,43,2.58,Walking
2025-12-27 06:20:00,87,0.0,39,2.43,Walking
2025-12-27 06:25:00,90,0.0,37,2.38,Walking
2025-12-27 06:30:00,82,0.0,49,2.78,Walking
2025-12-27 06:35:00,83,0.0,55,3.04,Walking
2025-12-27 06:40:00,84,0.0,34,2.2,Walking
2025-12-27 06:45:00,91,0.0,43,2.64,Walking
2025-12-27 06:50:00,79,0.0,44,2.56,Walking
2025-12-27 06:55:00,87,0.0,51,2.92,Walking
2025-12-27 07:00:00,87,0.0,36,2.31,Walking
2025-12-27 07:05:00,83,0.0,66,3.48,Walking
2025-12-27 07:10:00,87,0.0,30,2.07,Walking
2025-12-27 07:15:00,93,0.0,37,2.42,Walking
2025-12-27 07:20:00,85,0.0,58,3.18,Walking
2025-12-27 07:25:00,89,0.0,43,2.62,Walking
2025-12-27 07:30:00,89,0.0,65,3.5,Walking
2025-12-27 07:35:00,87,0.0,69,3.64,Walking
2025-12-27 07:40:00,85,0.0,30,2.06,Walking
2025-12-27 07:45:00,82,0.0,59,3.18,Walking
2025-12-27 07:50:00,88,0.0,42,2.56,Walking
2025-12-27 07:55:00,86,0.0,55,3.06,Walking
2025-12-27 08:00:00,86,0.0,37,2.35,Walking
2025-12-27 08:05:00,90,0.0,64,3.47,Walking
2025-12-27 08:10:00,88,0.0,62,3.36,Walking
2025-12-27 08:15:00,78,0.0,53,2.9,Walking
2025-12-27 08:20:00,85,0.0,41,2.5,Walking
2025-12-27 08:25:00,81,0.0,31,2.06,Walking
2025-12-27 08:30:00,81,0.0,63,3.34,Walking
2025-12-27 08:35:00,88,0.0,39,2.44,Walking
2025-12-27 08:40:00,85,0.0,36,2.3,Walking
2025-12-27 08:45:00,83,0.0,59,3.19,Walking
2025-12-27 08:50:00,86,0.0,52,2.94,Walking
2025-12-27 08:55:00,89,0.0,47,2.77,Walking
2025-12-27 09:00:00,70,0.0,3,0.82,Resting
2025-12-27 09:05:00,60,0.0,1,0.64,Resting
2025-12-27 09:10:00,66,0.0,6,0.9,Resting
2025-12-27 09:15:00,62,0.0,1,0.66,Resting
2025-12-27 09:20:00,65,0.0,4,0.81,Resting
2025-12-27 09:25:00,67,0.0,0,0.68,Resting
2025-12-27 09:30:00,66,0.0,5,0.86,Resting
2025-12-27 09:35:00,58,0.0,9,0.94,Resting
2025-12-27 09:40:00,67,0.0,3,0.79,Resting
2025-12-27 09:45:00,56,0.0,0,0.57,Resting
2025-12-27 09:50:00,63,0.0,1,0.67,Resting
2025-12-27 09:55:00,62,0.0,1,0.66,Resting
2025-12-27 10:00:00,70,0.0,9,1.06,Resting
2025-12-27 10:05:00,67,0.0,5,0.88,Resting
2025-12-27 10:10:00,62,0.0,6,0.86,Resting
2025-12-27 10:15:00,61,0.0,8,0.94,Resting
2025-12-27 10:20:00,66,0.0,3,0.78,Resting
2025-12-27 10:25:00,62,0.0,2,0.71,Resting
2025-12-27 10:30:00,62,0.0,4,0.79,Resting
2025-12-27 10:35:00,66,0.0,6,0.9,Resting
2025-12-27 10:40:00,64,0.0,6,0.89,Resting
2025-12-27 10:45:00,64,0.0,1,0.68,Resting
2025-12-27 10:50:00,72,0.0,0,0.72,Resting
2025-12-27 10:55:00,71,0.0,3,0.83,Resting
2025-12-27 11:00:00,63,0.0,7,0.92,Resting
2025-12-27 11:05:00,68,0.0,6,0.92,Resting
2025-12-27 11:10:00,69,0.0,1,0.74,Resting
2025-12-27 11:15:00,71,0.0,4,0.87,Resting
2025-12-27 11:20:00,63,0.0,1,0.67,Resting
2025-12-27 11:25:00,62,0.0,3,0.74,Resting
2025-12-27 11:30:00,65,0.0,2,0.74,Resting
2025-12-27 11:35:00,66,0.0,4,0.83,Resting
2025-12-27 11:40:00,69,0.0,5,0.9,Resting
2025-12-27 11:45:00,59,0.0,2,0.67,Resting
2025-12-27 11:50:00,67,0.0,3,0.79,Resting
2025-12-27 11:55:00,60,0.0,6,0.85,Resting
2025-12-27 12:00:00,128,0.0,102,5.37,Running
2025-12-27 12:05:00,121,0.0,103,5.33,Running
2025-12-27 12:10:00,134,0.0,115,5.94,Running
2025-12-27 12:15:00,133,0.0,128,6.45,Running
2025-12-27 12:20:00,122,0.0,137,6.71,Running
2025-12-27 12:25:00,130,0.0,101,5.35,Running
2025-12-27 12:30:00,124,0.0,125,6.25,Running
2025-12-27 12:35:00,121,0.0,109,5.58,Running
2025-12-27 12:40:00,132,0.0,103,5.44,Running
2025-12-27 12:45:00,133,0.0,143,7.05,Running
2025-12-27 12:50:00,129,0.0,109,5.66,Running
2025-12-27 12:55:00,127,0.0,135,6.68,Running
2025-12-27 13:00:00,131,0.0,121,6.15,Running
2025-12-27 13:05:00,126,0.0,130,6.46,Running
2025-12-27 13:10:00,132,0.0,113,5.84,Running
2025-12-27 13:15:00,132,0.0,122,6.2,Running
2025-12-27 13:20:00,133,0.0,128,6.45,Running
2025-12-27 13:25:00,127,0.0,113,5.8,Running
2025-12-27 13:30:00,137,0.0,105,5.57,Running
2025-12-27 13:35:00,120,0.0,103,5.33,Running
2025-12-27 13:40:00,130,0.0,131,6.55,Running
2025-12-27 13:45:00,126,0.0,114,5.82,Running
2025-12-27 13:50:00,126,0.0,110,5.67,Running
2025-12-27 13:55:00,129,0.0,107,5.57,Running
2025-12-27 14:00:00,89,0.0,51,2.94,Walking
2025-12-27 14:05:00,89,0.0,64,3.46,Walking
2025-12-27 14:10:00,81,0.0,44,2.58,Walking
2025-12-27 14:15:00,83,0.0,49,2.79,Walking
2025-12-27 14:20:00,79,0.0,59,3.16,Walking
2025-12-27 14:25:00,77,0.0,49,2.74,Walking
2025-12-27 14:30:00,86,0.0,64,3.43,Walking
2025-12-27 14:35:00,91,0.0,60,3.32,Walking
2025-12-27 14:40:00,85,0.0,53,2.98,Walking
2025-12-27 14:45:00,82,0.0,52,2.9,Walking
2025-12-27 14:50:00,78,0.0,49,2.75,Walking
2025-12-27 14:55:00,85,0.0,41,2.49,Walking
2025-12-27 15:00:00,87,0.0,69,3.64,Walking
2025-12-27 15:05:00,77,0.0,62,3.26,Walking
2025-12-27 15:10:00,81,0.0,51,2.85,Walking
